FraseID,Algoritmo,Resultado
219,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4963, ""1"": 0.5037}}}"
220,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.136, ""1"": 0.864}}}"
220,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4009, ""1"": 0.5991}}}"
221,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8227, ""1"": 0.1773}}}"
221,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5271, ""1"": 0.4729}}}"
222,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0941, ""1"": 0.9059}}}"
222,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4399, ""1"": 0.5601}}}"
223,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.433, ""1"": 0.567}}}"
223,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4542, ""1"": 0.5458}}}"
224,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5148, ""1"": 0.4852}}}"
224,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5156, ""1"": 0.4844}}}"
225,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7303, ""1"": 0.2697}}}"
225,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5111, ""1"": 0.4889}}}"
226,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3105, ""1"": 0.6895}}}"
226,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4744, ""1"": 0.5256}}}"
227,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4976, ""1"": 0.5024}}}"
227,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3752, ""1"": 0.6248}}}"
228,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8913, ""1"": 0.1087}}}"
228,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.506, ""1"": 0.494}}}"
229,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0237, ""1"": 0.9763}}}"
229,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1839, ""1"": 0.8161}}}"
230,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3996, ""1"": 0.6004}}}"
230,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5192, ""1"": 0.4808}}}"
231,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5951, ""1"": 0.4049}}}"
231,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5869, ""1"": 0.4131}}}"
232,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1129, ""1"": 0.8871}}}"
232,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.472, ""1"": 0.528}}}"
233,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1347, ""1"": 0.8653}}}"
233,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3663, ""1"": 0.6337}}}"
234,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3034, ""1"": 0.6966}}}"
234,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4782, ""1"": 0.5218}}}"
235,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1164, ""1"": 0.8836}}}"
235,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4478, ""1"": 0.5522}}}"
236,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1832, ""1"": 0.8168}}}"
236,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4259, ""1"": 0.5741}}}"
237,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3614, ""1"": 0.6386}}}"
237,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4741, ""1"": 0.5259}}}"
238,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0289, ""1"": 0.9711}}}"
238,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4433, ""1"": 0.5567}}}"
239,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8386, ""1"": 0.1614}}}"
239,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4669, ""1"": 0.5331}}}"
240,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.323, ""1"": 0.677}}}"
240,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4621, ""1"": 0.5379}}}"
241,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0374, ""1"": 0.9626}}}"
241,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5709, ""1"": 0.4291}}}"
242,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9224, ""1"": 0.0776}}}"
242,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5033, ""1"": 0.4967}}}"
243,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2328, ""1"": 0.7672}}}"
243,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4085, ""1"": 0.5915}}}"
244,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.53, ""1"": 0.47}}}"
244,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4585, ""1"": 0.5415}}}"
245,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0071, ""1"": 0.9929}}}"
245,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2146, ""1"": 0.7854}}}"
246,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.627, ""1"": 0.373}}}"
246,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.492, ""1"": 0.508}}}"
247,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8693, ""1"": 0.1307}}}"
247,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5393, ""1"": 0.4607}}}"
248,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4575, ""1"": 0.5425}}}"
248,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4878, ""1"": 0.5122}}}"
249,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3031, ""1"": 0.6969}}}"
249,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5007, ""1"": 0.4993}}}"
250,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1785, ""1"": 0.8215}}}"
250,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4036, ""1"": 0.5964}}}"
251,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3007, ""1"": 0.6993}}}"
251,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.428, ""1"": 0.572}}}"
252,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1095, ""1"": 0.8905}}}"
252,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4104, ""1"": 0.5896}}}"
253,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2103, ""1"": 0.7897}}}"
253,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4062, ""1"": 0.5938}}}"
254,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.679, ""1"": 0.321}}}"
254,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4626, ""1"": 0.5374}}}"
255,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3221, ""1"": 0.6779}}}"
255,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4255, ""1"": 0.5745}}}"
256,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4621, ""1"": 0.5379}}}"
256,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5094, ""1"": 0.4906}}}"
257,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0985, ""1"": 0.9015}}}"
257,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4059, ""1"": 0.5941}}}"
258,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3465, ""1"": 0.6535}}}"
258,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5597, ""1"": 0.4403}}}"
259,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.835, ""1"": 0.165}}}"
259,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4141, ""1"": 0.5859}}}"
260,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0698, ""1"": 0.9302}}}"
260,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4067, ""1"": 0.5933}}}"
261,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6587, ""1"": 0.3413}}}"
261,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4699, ""1"": 0.5301}}}"
262,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4164, ""1"": 0.5836}}}"
262,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4448, ""1"": 0.5552}}}"
263,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7253, ""1"": 0.2747}}}"
263,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6098, ""1"": 0.3902}}}"
264,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9141, ""1"": 0.0859}}}"
264,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5757, ""1"": 0.4243}}}"
265,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1079, ""1"": 0.8921}}}"
265,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5697, ""1"": 0.4303}}}"
266,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1604, ""1"": 0.8396}}}"
266,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.316, ""1"": 0.684}}}"
267,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.247, ""1"": 0.753}}}"
267,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3511, ""1"": 0.6489}}}"
268,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2908, ""1"": 0.7092}}}"
268,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3492, ""1"": 0.6508}}}"
269,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6585, ""1"": 0.3415}}}"
269,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5874, ""1"": 0.4126}}}"
270,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4879, ""1"": 0.5121}}}"
270,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4788, ""1"": 0.5212}}}"
271,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4965, ""1"": 0.5035}}}"
271,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4191, ""1"": 0.5809}}}"
272,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.202, ""1"": 0.798}}}"
272,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5149, ""1"": 0.4851}}}"
273,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0879, ""1"": 0.9121}}}"
273,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3723, ""1"": 0.6277}}}"
274,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5356, ""1"": 0.4644}}}"
274,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5996, ""1"": 0.4004}}}"
275,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.27, ""1"": 0.73}}}"
275,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5584, ""1"": 0.4416}}}"
276,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4021, ""1"": 0.5979}}}"
276,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3905, ""1"": 0.6095}}}"
277,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0964, ""1"": 0.9036}}}"
277,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4272, ""1"": 0.5728}}}"
278,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3494, ""1"": 0.6506}}}"
278,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3955, ""1"": 0.6045}}}"
279,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3808, ""1"": 0.6192}}}"
279,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5114, ""1"": 0.4886}}}"
280,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3661, ""1"": 0.6339}}}"
280,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.532, ""1"": 0.468}}}"
281,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5278, ""1"": 0.4722}}}"
281,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5214, ""1"": 0.4786}}}"
282,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7415, ""1"": 0.2585}}}"
282,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5274, ""1"": 0.4726}}}"
283,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6204, ""1"": 0.3796}}}"
283,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4973, ""1"": 0.5027}}}"
284,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5358, ""1"": 0.4642}}}"
284,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.517, ""1"": 0.483}}}"
285,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2278, ""1"": 0.7722}}}"
285,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4855, ""1"": 0.5145}}}"
286,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1586, ""1"": 0.8414}}}"
286,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5035, ""1"": 0.4965}}}"
287,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0299, ""1"": 0.9701}}}"
287,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2752, ""1"": 0.7248}}}"
288,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8224, ""1"": 0.1776}}}"
288,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4971, ""1"": 0.5029}}}"
289,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5039, ""1"": 0.4961}}}"
289,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4238, ""1"": 0.5762}}}"
290,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6693, ""1"": 0.3307}}}"
290,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5002, ""1"": 0.4998}}}"
291,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0264, ""1"": 0.9736}}}"
291,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3359, ""1"": 0.6641}}}"
292,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4054, ""1"": 0.5946}}}"
292,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4573, ""1"": 0.5427}}}"
293,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2991, ""1"": 0.7009}}}"
293,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4964, ""1"": 0.5036}}}"
294,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1997, ""1"": 0.8003}}}"
294,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5468, ""1"": 0.4532}}}"
295,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1201, ""1"": 0.8799}}}"
295,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5233, ""1"": 0.4767}}}"
296,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8723, ""1"": 0.1277}}}"
296,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5624, ""1"": 0.4376}}}"
297,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3615, ""1"": 0.6385}}}"
297,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4324, ""1"": 0.5676}}}"
298,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0636, ""1"": 0.9364}}}"
298,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5342, ""1"": 0.4658}}}"
299,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0732, ""1"": 0.9268}}}"
299,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4577, ""1"": 0.5423}}}"
300,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9207, ""1"": 0.0793}}}"
300,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.567, ""1"": 0.433}}}"
301,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5127, ""1"": 0.4873}}}"
301,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5725, ""1"": 0.4275}}}"
302,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8396, ""1"": 0.1604}}}"
302,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5856, ""1"": 0.4144}}}"
303,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0982, ""1"": 0.9018}}}"
303,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.36, ""1"": 0.64}}}"
304,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0611, ""1"": 0.9389}}}"
304,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5923, ""1"": 0.4077}}}"
305,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1123, ""1"": 0.8877}}}"
305,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5026, ""1"": 0.4974}}}"
306,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4537, ""1"": 0.5463}}}"
306,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3998, ""1"": 0.6002}}}"
307,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7874, ""1"": 0.2126}}}"
307,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6039, ""1"": 0.3961}}}"
308,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0982, ""1"": 0.9018}}}"
308,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.394, ""1"": 0.606}}}"
309,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0191, ""1"": 0.9809}}}"
309,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3232, ""1"": 0.6768}}}"
310,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8474, ""1"": 0.1526}}}"
310,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.644, ""1"": 0.356}}}"
311,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1883, ""1"": 0.8117}}}"
311,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3952, ""1"": 0.6048}}}"
312,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4348, ""1"": 0.5652}}}"
312,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5872, ""1"": 0.4128}}}"
313,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0824, ""1"": 0.9176}}}"
313,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3744, ""1"": 0.6256}}}"
314,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1322, ""1"": 0.8678}}}"
314,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3823, ""1"": 0.6177}}}"
315,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5631, ""1"": 0.4369}}}"
315,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5238, ""1"": 0.4762}}}"
316,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5703, ""1"": 0.4297}}}"
316,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.573, ""1"": 0.427}}}"
317,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8695, ""1"": 0.1305}}}"
317,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5839, ""1"": 0.4161}}}"
318,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.676, ""1"": 0.324}}}"
318,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3566, ""1"": 0.6434}}}"
319,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.323, ""1"": 0.677}}}"
319,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4949, ""1"": 0.5051}}}"
320,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6244, ""1"": 0.3756}}}"
320,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4499, ""1"": 0.5501}}}"
321,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.313, ""1"": 0.687}}}"
321,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3967, ""1"": 0.6033}}}"
322,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0451, ""1"": 0.9549}}}"
322,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4241, ""1"": 0.5759}}}"
323,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4879, ""1"": 0.5121}}}"
323,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4788, ""1"": 0.5212}}}"
324,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7602, ""1"": 0.2398}}}"
324,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4623, ""1"": 0.5377}}}"
325,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4462, ""1"": 0.5538}}}"
325,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5385, ""1"": 0.4615}}}"
326,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6284, ""1"": 0.3716}}}"
326,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4761, ""1"": 0.5239}}}"
327,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1483, ""1"": 0.8517}}}"
327,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5708, ""1"": 0.4292}}}"
328,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6039, ""1"": 0.3961}}}"
328,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5522, ""1"": 0.4478}}}"
