FraseID,Algoritmo,Resultado
219,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5396, ""1"": 0.4604}}}"
220,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2167, ""1"": 0.7833}}}"
220,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4824, ""1"": 0.5176}}}"
221,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3958, ""1"": 0.6042}}}"
221,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4667, ""1"": 0.5333}}}"
222,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.577, ""1"": 0.423}}}"
222,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5416, ""1"": 0.4584}}}"
223,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6102, ""1"": 0.3898}}}"
223,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5814, ""1"": 0.4186}}}"
224,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1581, ""1"": 0.8419}}}"
224,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5115, ""1"": 0.4885}}}"
225,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1231, ""1"": 0.8769}}}"
225,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3802, ""1"": 0.6198}}}"
226,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1175, ""1"": 0.8825}}}"
226,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3973, ""1"": 0.6027}}}"
227,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3266, ""1"": 0.6734}}}"
227,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.503, ""1"": 0.497}}}"
228,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3499, ""1"": 0.6501}}}"
228,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4857, ""1"": 0.5143}}}"
229,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9566, ""1"": 0.0434}}}"
229,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.564, ""1"": 0.436}}}"
230,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4362, ""1"": 0.5638}}}"
230,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5051, ""1"": 0.4949}}}"
231,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2071, ""1"": 0.7929}}}"
231,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3255, ""1"": 0.6745}}}"
232,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3709, ""1"": 0.6291}}}"
232,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4908, ""1"": 0.5092}}}"
233,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0566, ""1"": 0.9434}}}"
233,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3981, ""1"": 0.6019}}}"
234,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0051, ""1"": 0.9949}}}"
234,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2858, ""1"": 0.7142}}}"
235,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2794, ""1"": 0.7206}}}"
235,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4281, ""1"": 0.5719}}}"
236,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5107, ""1"": 0.4893}}}"
236,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5101, ""1"": 0.4899}}}"
237,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2922, ""1"": 0.7078}}}"
237,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6534, ""1"": 0.3466}}}"
238,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1319, ""1"": 0.8681}}}"
238,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3335, ""1"": 0.6665}}}"
239,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3395, ""1"": 0.6605}}}"
239,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4296, ""1"": 0.5704}}}"
240,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0373, ""1"": 0.9627}}}"
240,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1818, ""1"": 0.8182}}}"
241,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5507, ""1"": 0.4493}}}"
241,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3023, ""1"": 0.6977}}}"
242,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5851, ""1"": 0.4149}}}"
242,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5125, ""1"": 0.4875}}}"
243,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4619, ""1"": 0.5381}}}"
243,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4745, ""1"": 0.5255}}}"
244,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4085, ""1"": 0.5915}}}"
244,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.413, ""1"": 0.587}}}"
245,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2282, ""1"": 0.7718}}}"
245,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3696, ""1"": 0.6304}}}"
246,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1315, ""1"": 0.8685}}}"
246,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3979, ""1"": 0.6021}}}"
247,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1207, ""1"": 0.8793}}}"
247,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4739, ""1"": 0.5261}}}"
248,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2357, ""1"": 0.7643}}}"
248,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.386, ""1"": 0.614}}}"
249,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2525, ""1"": 0.7475}}}"
249,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5573, ""1"": 0.4427}}}"
250,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3949, ""1"": 0.6051}}}"
250,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4976, ""1"": 0.5024}}}"
251,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6572, ""1"": 0.3428}}}"
251,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4895, ""1"": 0.5105}}}"
252,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9702, ""1"": 0.0298}}}"
252,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5623, ""1"": 0.4377}}}"
253,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3335, ""1"": 0.6665}}}"
253,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4409, ""1"": 0.5591}}}"
254,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8112, ""1"": 0.1888}}}"
254,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5548, ""1"": 0.4452}}}"
255,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4777, ""1"": 0.5223}}}"
255,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.422, ""1"": 0.578}}}"
256,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2962, ""1"": 0.7038}}}"
256,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4834, ""1"": 0.5166}}}"
257,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5445, ""1"": 0.4555}}}"
257,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4136, ""1"": 0.5864}}}"
258,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5213, ""1"": 0.4787}}}"
258,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.494, ""1"": 0.506}}}"
259,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5913, ""1"": 0.4087}}}"
259,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5027, ""1"": 0.4973}}}"
260,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2803, ""1"": 0.7197}}}"
260,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4726, ""1"": 0.5274}}}"
261,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.219, ""1"": 0.781}}}"
261,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5506, ""1"": 0.4494}}}"
262,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6548, ""1"": 0.3452}}}"
262,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5336, ""1"": 0.4664}}}"
263,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1966, ""1"": 0.8034}}}"
263,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5123, ""1"": 0.4877}}}"
264,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5176, ""1"": 0.4824}}}"
264,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3564, ""1"": 0.6436}}}"
265,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2815, ""1"": 0.7185}}}"
265,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3747, ""1"": 0.6253}}}"
266,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7653, ""1"": 0.2347}}}"
266,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4444, ""1"": 0.5556}}}"
267,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3757, ""1"": 0.6243}}}"
267,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4629, ""1"": 0.5371}}}"
268,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5085, ""1"": 0.4915}}}"
268,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5297, ""1"": 0.4703}}}"
269,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3088, ""1"": 0.6912}}}"
269,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3909, ""1"": 0.6091}}}"
270,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4123, ""1"": 0.5877}}}"
270,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5264, ""1"": 0.4736}}}"
271,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1245, ""1"": 0.8755}}}"
271,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4004, ""1"": 0.5996}}}"
272,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4347, ""1"": 0.5653}}}"
272,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3966, ""1"": 0.6034}}}"
273,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0369, ""1"": 0.9631}}}"
273,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3788, ""1"": 0.6212}}}"
274,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.86, ""1"": 0.14}}}"
274,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4237, ""1"": 0.5763}}}"
275,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5253, ""1"": 0.4747}}}"
275,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4305, ""1"": 0.5695}}}"
276,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9234, ""1"": 0.0766}}}"
276,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5548, ""1"": 0.4452}}}"
277,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2199, ""1"": 0.7801}}}"
277,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.377, ""1"": 0.623}}}"
278,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2854, ""1"": 0.7146}}}"
278,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.482, ""1"": 0.518}}}"
279,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.072, ""1"": 0.928}}}"
279,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4573, ""1"": 0.5427}}}"
280,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8009, ""1"": 0.1991}}}"
280,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5979, ""1"": 0.4021}}}"
281,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2121, ""1"": 0.7879}}}"
281,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3187, ""1"": 0.6813}}}"
282,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2142, ""1"": 0.7858}}}"
282,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3454, ""1"": 0.6546}}}"
283,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9644, ""1"": 0.0356}}}"
283,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5386, ""1"": 0.4614}}}"
284,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.7733, ""1"": 0.2267}}}"
284,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.6327, ""1"": 0.3673}}}"
285,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2114, ""1"": 0.7886}}}"
285,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3637, ""1"": 0.6363}}}"
286,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1677, ""1"": 0.8323}}}"
286,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4139, ""1"": 0.5861}}}"
287,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0148, ""1"": 0.9852}}}"
287,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4339, ""1"": 0.5661}}}"
288,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1638, ""1"": 0.8362}}}"
288,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4707, ""1"": 0.5293}}}"
289,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4269, ""1"": 0.5731}}}"
289,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.407, ""1"": 0.593}}}"
290,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3801, ""1"": 0.6199}}}"
290,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4684, ""1"": 0.5316}}}"
291,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3975, ""1"": 0.6025}}}"
291,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4771, ""1"": 0.5229}}}"
292,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3883, ""1"": 0.6117}}}"
292,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5115, ""1"": 0.4885}}}"
293,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1854, ""1"": 0.8146}}}"
293,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5682, ""1"": 0.4318}}}"
294,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3795, ""1"": 0.6205}}}"
294,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4563, ""1"": 0.5437}}}"
295,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8294, ""1"": 0.1706}}}"
295,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.452, ""1"": 0.548}}}"
296,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4137, ""1"": 0.5863}}}"
296,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4475, ""1"": 0.5525}}}"
297,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0875, ""1"": 0.9125}}}"
297,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3283, ""1"": 0.6717}}}"
298,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3077, ""1"": 0.6923}}}"
298,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4621, ""1"": 0.5379}}}"
299,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.057, ""1"": 0.943}}}"
299,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5132, ""1"": 0.4868}}}"
300,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2553, ""1"": 0.7447}}}"
300,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4716, ""1"": 0.5284}}}"
301,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0436, ""1"": 0.9564}}}"
301,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4998, ""1"": 0.5002}}}"
302,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2106, ""1"": 0.7894}}}"
302,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5168, ""1"": 0.4832}}}"
303,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5954, ""1"": 0.4046}}}"
303,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4841, ""1"": 0.5159}}}"
304,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5842, ""1"": 0.4158}}}"
304,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.535, ""1"": 0.465}}}"
305,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.265, ""1"": 0.735}}}"
305,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4388, ""1"": 0.5612}}}"
306,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3362, ""1"": 0.6638}}}"
306,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3128, ""1"": 0.6872}}}"
307,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0785, ""1"": 0.9215}}}"
307,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3786, ""1"": 0.6214}}}"
308,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4689, ""1"": 0.5311}}}"
308,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5544, ""1"": 0.4456}}}"
309,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1768, ""1"": 0.8232}}}"
309,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3868, ""1"": 0.6132}}}"
310,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.1278, ""1"": 0.8722}}}"
310,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3727, ""1"": 0.6273}}}"
311,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2762, ""1"": 0.7238}}}"
311,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4363, ""1"": 0.5637}}}"
312,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4617, ""1"": 0.5383}}}"
312,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4917, ""1"": 0.5083}}}"
313,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.2568, ""1"": 0.7432}}}"
313,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5168, ""1"": 0.4832}}}"
314,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0515, ""1"": 0.9485}}}"
314,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4679, ""1"": 0.5321}}}"
315,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.9536, ""1"": 0.0464}}}"
315,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5064, ""1"": 0.4936}}}"
316,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3417, ""1"": 0.6583}}}"
316,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4105, ""1"": 0.5895}}}"
317,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.241, ""1"": 0.759}}}"
317,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.425, ""1"": 0.575}}}"
318,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0519, ""1"": 0.9481}}}"
318,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4, ""1"": 0.6}}}"
319,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3393, ""1"": 0.6607}}}"
319,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.444, ""1"": 0.556}}}"
320,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5919, ""1"": 0.4081}}}"
320,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3917, ""1"": 0.6083}}}"
321,NAIVE BAYES,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.8515, ""1"": 0.1485}}}"
321,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4995, ""1"": 0.5005}}}"
322,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4379, ""1"": 0.5621}}}"
322,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.432, ""1"": 0.568}}}"
323,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4066, ""1"": 0.5934}}}"
323,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5007, ""1"": 0.4993}}}"
324,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0916, ""1"": 0.9084}}}"
324,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.534, ""1"": 0.466}}}"
325,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4537, ""1"": 0.5463}}}"
325,SVM,"{""resultado"": {""etiqueta"": 0, ""probabilidades"": {""0"": 0.5293, ""1"": 0.4707}}}"
326,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.128, ""1"": 0.872}}}"
326,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.3661, ""1"": 0.6339}}}"
327,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0259, ""1"": 0.9741}}}"
327,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.477, ""1"": 0.523}}}"
328,NAIVE BAYES,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.0318, ""1"": 0.9682}}}"
328,SVM,"{""resultado"": {""etiqueta"": 1, ""probabilidades"": {""0"": 0.4325, ""1"": 0.5675}}}"
